field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
KMR 93,Miroslav Kupčák,ariocarpus fissuratus,"18 km South-East of Ocampo, Coahuila, Mexico",2004,2004,NA,bcss,"Ocampo, Coahuila, Mexico",offset_adjusted,27.938420157285485,-102.8433447517106
KMR 93A,Miroslav Kupčák,ariocarpus fissuratus,"Santo Domingo, South-East Ocampo, Coahuila, Mexico",2004,2004,NA,bcss,"Santo Domingo, South-East Ocampo, Coahuila, Mexico",direct,29.306198008967,-100.920035406444
KMR 93B,Miroslav Kupčák,ariocarpus fissuratus,"Rancho El Espejo, South-East Ocampo, Coahuila, Mexico",2004,2004,NA,bcss,"Rancho El Espejo, South-East Ocampo, Coahuila, Mexico",direct,27.20775,-102.4647
KMR 99,Miroslav Kupčák,ariocarpus fissuratus v. lloydii,"Parras- in gospel mill, Coahuila, Mexico",2004,2004,NA,bcss,"Parras- in gospel mill, Coahuila, Mexico",direct,25.408415952412,-100.919707512517
KMR 99A,Miroslav Kupčák,ariocarpus fissuratus v. lloydii,"North-East of ast of El Capulín, Parras, Coahuila, Mexico",2004,2004,NA,bcss,"ast of El Capulín, Parras, Coahuila, Mexico",direction_only,25.382044167,-102.242752778
KMR 99B,Miroslav Kupčák,ariocarpus fissuratus v. lloydii,"West of Abrevadero, Parras, Coahuila, Mexico",2004,2004,NA,bcss,"Abrevadero, Parras, Coahuila, Mexico",direction_only,25.4069112,-102.0646637
KPP 1656,Karel Pavel Pavlíček,ariocarpus fissuratus ssp. lloydii,"classic locality, Rio Nazas, Durango, Mexico",19/03/2011,19/03/2011,NA,bcss,"classic locality, Rio Nazas, Durango, Mexico",direct,25.225906389,-104.123744722
KPP 1703,Karel Pavel Pavlíček,ariocarpus fissuratus,"Ocampo, Coahuila, Mexico",01/01/2012,01/01/2012,NA,bcss,"Ocampo, Coahuila, Mexico",direct,28.0529459,-102.9729103
KPP 1865,Karel Pavel Pavlíček,ariocarpus fissuratus,"Sierra Ovejas, lok. Thel. lauseri, Coahuila, Mexico",10/02/2015,10/02/2015,NA,bcss,"Sierra Ovejas, lok. Thel. lauseri, Coahuila, Mexico",direct,27.23333,-102.1
L 703,Alfred Bernhard Lau,ariocarpus fissuratus,"Coyame, Chihuahua, Mexico",1700m,28/4/1974,"together with Escobaria tuberculosa, Echinocereus dasyacanthus",bcss,"Coyame, Chihuahua, Mexico",direct,29.4615113,-105.0946093
LAU 703,Alfred Bernhard Lau,ariocarpus fissuratus,"Coyame, Chihuahua, Mexico",1700m,28/4/1974,"together with Escobaria tuberculosa, Echinocereus dasyacanthus",bcss,"Coyame, Chihuahua, Mexico",direct,29.4615113,-105.0946093
LB 159,C. A. Ludwig Bercht,ariocarpus fissuratus,"Big Bend National Park, Texas, USA",1989,1989,NA,bcss,"Big Bend National Park, Texas, USA",direct,29.3332484,-103.1943284
LB 182,C. A. Ludwig Bercht,ariocarpus fissuratus,"Brewster County, Texas, USA",1989,1989,NA,bcss,"Brewster County, Texas, USA",direct,29.8462742,-103.2400734
LH 390,Ladislav Horáček,ariocarpus fissuratus,"Matehuala, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Matehuala, San Luis Potosi, Mexico",direct,23.5229037,-100.604046
LH 439,Ladislav Horáček,ariocarpus fissuratus v. hintonii,"Matehuala, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Matehuala, San Luis Potosi, Mexico",direct,23.5229037,-100.604046
LH 473,Ladislav Horáček,ariocarpus fissuratus,"Cuatro Cienegas, Coahuila, Mexico",NA,NA,NA,bcss,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
LH 480,Ladislav Horáček,ariocarpus fissuratus v. hintonii,"Matehuala, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Matehuala, San Luis Potosi, Mexico",direct,23.5229037,-100.604046
LH 483,Ladislav Horáček,ariocarpus fissuratus v. bravoanus,"Huizache, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Huizache, San Luis Potosi, Mexico",direct,22.9103315,-100.5110812
LH 920,Ladislav Horáček,ariocarpus fissuratus,"Cuatrocienegas, Coahuila, Mexico",Mar-02,Mar-02,NA,bcss,"Cuatrocienegas, Coahuila, Mexico",direct,25.4451986,-100.9929376
LLOYD 21,Francis Ernest Lloyd,ariocarpus fissuratus,"Escondido Creek, Texas, USA",NA,NA,NA,bcss,"Escondido Creek, Texas, USA",direct,28.8300831,-97.8904984
LLOYD 34,Francis Ernest Lloyd,ariocarpus fissuratus v. lloydii,"Hacienda de Cedros, Zacatecas, Mexico",NA,NA,NA,bcss,"Hacienda de Cedros, Zacatecas, Mexico",direct,24.67919,-101.77387
LRM 13,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",ariocarpus fissuratus,"Lajitas, Texas, USA",1999,1999,NA,bcss,"Lajitas, Texas, USA",direct,29.26222,-103.775817
LRM 16,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",ariocarpus fissuratus,"Terlingua, Texas, USA",1999,1999,NA,bcss,"Terlingua, Texas, USA",direct,29.321586,-103.616019
LRM 17,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",ariocarpus fissuratus,"Dagger Flats, Texas, USA",1999,1999,NA,bcss,"Dagger Flats, Texas, USA",direct,29.4751055,-98.3663761
LRM 205,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",ariocarpus fissuratus v. intermedius,"Cuatrocienagas, Coahuila, Mexico",2000,2000,NA,bcss,"Cuatrocienagas, Coahuila, Mexico",direct,26.9867564,-102.0659749
LRM 221,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",ariocarpus fissuratus v. intermedius,"Sierra Paila, Zona de Minas, Coahuila, Mexico",2000,2000,NA,bcss,"Sierra Paila, Zona de Minas, Coahuila, Mexico",direct,25.901326389,-101.742601667
LRM 228,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",ariocarpus fissuratus v. intermedius,"Estation Marte, Coahuila, Mexico",2000,2000,NA,bcss,"Estation Marte, Coahuila, Mexico",direct,25.695818055,-101.766312222
LX 274,Alexander Lux,ariocarpus fissuratus v. intermedius,"Paila, Mexico",NA,NA,NA,bcss,"Paila, Mexico",direct,25.6506482,-102.145923
LZ 55,Eberhard Lutz,ariocarpus fissuratus,"Big Bend National Park, Texas, USA",550-1400m,10/7/1987,NA,bcss,"Big Bend National Park, Texas, USA",direct,29.3332484,-103.1943284
MC 400,Martina Colli,ariocarpus fissuratus,"El Pueblito, Chihuahua, Mexico",1500m,NA,NA,bcss,"El Pueblito, Chihuahua, Mexico",direct,29.1010016,-105.1116507
MK 148.441,Miloš Kaplan,ariocarpus fissuratus,"Jose Maria Morelos, Coahuila, Mexico",NA,NA,NA,bcss,"Jose Maria Morelos, Coahuila, Mexico",direct,29.1001363,-102.433734
MK 26.68,Miloš Kaplan,ariocarpus fissuratus v. lloydii,"Villa Real, Coahuila, Mexico",NA,NA,NA,bcss,"Villa Real, Coahuila, Mexico",direct,28.6923557,-100.58691520000001
MK 29.99,Miloš Kaplan,ariocarpus fissuratus,"Cuatrocienegas, Coahuila, Mexico",NA,NA,NA,bcss,"Cuatrocienegas, Coahuila, Mexico",direct,25.4451986,-100.9929376
MK 30.111,Miloš Kaplan,ariocarpus fissuratus,"West of Cuatrocienegas, Coahuila, Mexico",NA,NA,NA,bcss,"Cuatrocienegas, Coahuila, Mexico",direction_only,25.4451986,-100.9929376
MK 90.288,Miloš Kaplan,ariocarpus fissuratus v. hintonii,"South of Matehuala, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Matehuala, San Luis Potosi, Mexico",direction_only,23.5229037,-100.604046
MMR 33,Milan Majer,ariocarpus fissuratus fma. intermedius 'pailanus',"Est. Marté, Sierra Paila, Coahuila, Mexico",NA,NA,NA,bcss,"Est. Marté, Sierra Paila, Coahuila, Mexico",direct,25.901326389,-101.742601667
MMR 4,Milan Majer,ariocarpus fissuratus v. lloydii,"Parras, Coahuila, Mexico",NA,NA,NA,bcss,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
MMR 4.3,Milan Majer,ariocarpus fissuratus v. intermedius / lloydii,"Cerro Bola, Coahuila, Mexico",NA,NA,NA,bcss,"Cerro Bola, Coahuila, Mexico",direct,25.1407393,-101.0927131
MMR 4.4,Milan Majer,ariocarpus fissuratus v. lloydii,"El Amparo, Coahuila, Mexico",NA,NA,NA,bcss,"El Amparo, Coahuila, Mexico",direct,26.681671944,-102.484605556
MMR 4.5,Milan Majer,ariocarpus fissuratus v. lloydii,"Estanque de Menchaca, Coahuila, Mexico",NA,NA,NA,bcss,"Estanque de Menchaca, Coahuila, Mexico",direct,27.1304675,-101.647395
MMR 4.6,Milan Majer,ariocarpus fissuratus v. lloydii,"Estanque de Menchaca, Coahuila, Mexico",NA,NA,NA,bcss,"Estanque de Menchaca, Coahuila, Mexico",direct,27.1304675,-101.647395
MMR 5,Milan Majer,ariocarpus fissuratus,"Cuatrocienegas, Coahuila, Mexico",NA,NA,NA,bcss,"Cuatrocienegas, Coahuila, Mexico",direct,25.4451986,-100.9929376
MMR 5.2,Milan Majer,ariocarpus fissuratus v. intermedius,"El Hundido, Coahuila, Mexico",NA,NA,NA,bcss,"El Hundido, Coahuila, Mexico",direct,26.6095619,-102.3034754
MMR 6,Milan Majer,ariocarpus fissuratus v. hintonii,"Matehuala, San Luis Potosí, Mexico",NA,NA,NA,bcss,"Matehuala, San Luis Potosí, Mexico",direct,23.5229037,-100.604046
MMR 6,Milan Majer,ariocarpus fissuratus v. hintonii,"Palmas, San Luis Potosí, Mexico",NA,NA,NA,bcss,"Palmas, San Luis Potosí, Mexico",direct,23.5971795,-100.6591865
MMR 9.1,Milan Majer,ariocarpus fissuratus,"West of Ocampo, Coahuila, Mexico",NA,NA,NA,bcss,"Ocampo, Coahuila, Mexico",direction_only,28.0529459,-102.9729103
MMR 9.2,Milan Majer,ariocarpus fissuratus,"West of Ocampo, 20km West of MMR9.1, Coahuila, Mexico",NA,NA,NA,bcss,"Ocampo, 20km West of MMR9.1, Coahuila, Mexico",direction_only,27.903846018,-101.166105947
MZ 1102,Milan Zachar,ariocarpus fissuratus v. hintonii,"Palmas II, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Palmas II, San Luis Potosi, Mexico",direct,23.5971795,-100.6591865
MZ 118,Milan Zachar,ariocarpus fissuratus v. lloydii,"Cerro Bola, Coahuila, Mexico",NA,NA,NA,bcss,"Cerro Bola, Coahuila, Mexico",direct,25.1407393,-101.0927131
MZ 127,Milan Zachar,ariocarpus fissuratus,"Cuatro Cienegas, Coahuila, Mexico",NA,NA,NA,bcss,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
MZ 1297,Milan Zachar,ariocarpus fissuratus,"Boquillas del Carmen, Coahuila, Mexico",NA,NA,NA,bcss,"Boquillas del Carmen, Coahuila, Mexico",direct,29.0961296,-102.8344557
MZ 1413,Milan Zachar,ariocarpus fissuratus fma. intermedius,"Stop III, Sierra de la Paila Coahuila, Mexico",NA,NA,NA,bcss,"Stop III, Sierra de la Paila Coahuila, Mexico",direct,25.901326389,-101.742601667
MZ 245,Milan Zachar,ariocarpus fissuratus fma. intermedius,"Sierra de la Paila, Coahuila, Mexico",NA,NA,NA,bcss,"Sierra de la Paila, Coahuila, Mexico",direct,25.4214964,-100.9835202
MZ 27,Milan Zachar,ariocarpus fissuratus v. lloydii,"Sierra de Parras, Coahuila, Mexico",NA,NA,NA,bcss,"Sierra de Parras, Coahuila, Mexico",direct,25.375884,-100.9757705
MZ 402,Milan Zachar,ariocarpus fissuratus v. hintonii,"Matehuala III, San Luis Potosi, Mexico",NA,NA,NA,bcss,"Matehuala III, San Luis Potosi, Mexico",direct,23.649299649,-100.64493502
MZ 891,Milan Zachar,ariocarpus fissuratus v. hintonii,"El Herrero, San Luis Potosi, Mexico",NA,NA,NA,bcss,"El Herrero, San Luis Potosi, Mexico",direct,23.5760188,-100.674581
MZ 913,Milan Zachar,ariocarpus fissuratus v. lloydii,"El Amparo, Coahuila, Mexico",NA,NA,NA,bcss,"El Amparo, Coahuila, Mexico",direct,26.681671944,-102.484605556
NPT 264,Nigel Paul Taylor,ariocarpus fissuratus v. lloydii,"Estanzia Marte n 28km, Coahuila, Mexico",1300m,1986,NA,bcss,"Estanzia Marte n 28km, Coahuila, Mexico",direct,25.695818055,-101.766312222
NPT 264a,Nigel Paul Taylor,ariocarpus fissuratus v. lloydii,"North of Estancia Marte, Coahuila, Mexico",1300m,NA,NA,bcss,"Estancia Marte, Coahuila, Mexico",direction_only,26.8864425,-101.4044763
NPT 268,Nigel Paul Taylor,ariocarpus fissuratus,USA,1986,1986,NA,bcss,USA,direct,39.7837304,-100.445882
P 271,Jörg and Brigitte Piltz,ariocarpus fissuratus,"Cuatrocienegas, Coahuila, Mexico",NA,NA,NA,bcss,"Cuatrocienegas, Coahuila, Mexico",direct,25.4451986,-100.9929376
PAR 322,Pavlosek Rostislav,ariocarpus fissuratus v. lloydii,"El Florenio, San Felipe, Zacatecas, Mexico",22/03/2006,22/03/2006,NA,bcss,"El Florenio, San Felipe, Zacatecas, Mexico",direct,21.256400315358,-102.865884050336
PAR 327,Pavlosek Rostislav,ariocarpus fissuratus v. lloydii,"Gallegos, Zacatecas, Mexico",2000m,23/03/2006,NA,bcss,"Gallegos, Zacatecas, Mexico",direct,24.568265,-102.0645478
PAR 345,Pavlosek Rostislav,ariocarpus fissuratus,"El Capulin, Sierra El Capulin, North of Monclova, Coahuila, Mexico",27/03/2006,27/03/2006,NA,bcss,"El Capulin, Sierra El Capulin, North of Monclova, Coahuila, Mexico",direct,26.903708121,-101.420966273
PAR 346,Pavlosek Rostislav,ariocarpus fissuratus,"El Capulin, Sierra El Capulin, North of Monclova, Coahuila, Mexico",27/03/2006,27/03/2006,NA,bcss,"El Capulin, Sierra El Capulin, North of Monclova, Coahuila, Mexico",direct,26.903708121,-101.420966273
PAR 348,Pavlosek Rostislav,ariocarpus fissuratus,"Echido Nuevo Sacramento, Sierra El Capulin, North of Monclova, Coahuila, Mexico",28/03/2006,28/03/2006,NA,bcss,"Echido Nuevo Sacramento, Sierra El Capulin, North of Monclova, Coahuila, Mexico",direct,26.778787778,-101.041768611
PAR 349,Pavlosek Rostislav,ariocarpus fissuratus,"Los Charcos, Coahuila, Mexico",28/03/2006,28/03/2006,small form,bcss,"Los Charcos, Coahuila, Mexico",direct,28.3300679,-100.7378698
PC 24,Petr Česal,ariocarpus fissuratus,"Flat limestone rocks, gravel, Cuatrocienegas, Coahuila, Mexico",NA,NA,NA,bcss,"Flat limestone rocks, gravel, Cuatrocienegas, Coahuila, Mexico",direct,26.98542,-102.06386
PC 26,Petr Česal,ariocarpus fissuratus,"Low hills, gravel, Ocampo, Coahuila, Mexico",NA,NA,NA,bcss,"Low hills, gravel, Ocampo, Coahuila, Mexico",direct,27.9656187,-102.892888915
PC 40,Petr Česal,ariocarpus fissuratus v. lloydii,"Limestone gravel, without vegetation, Parras, Coahuila, Mexico",NA,NA,NA,bcss,"Limestone gravel, without vegetation, Parras, Coahuila, Mexico",direct,25.503871718,-102.114668029
PH 509.11,Paul Hoxey,ariocarpus fissuratus,"Southern slopes of the Sierra Parras, Coahuila, Mexico",1200-1410m,16-Nov-03,NA,bcss,"Southern slopes of the Sierra Parras, Coahuila, Mexico",direct,25.35098,-102.22095
PH 516.10,Paul Hoxey,ariocarpus fissuratus,"highway MX30 North of San Pedro de las Colonias, Coahuila, Mexico",1080-1200m,19-Nov-03,NA,bcss,"highway MX30 North of San Pedro de las Colonias, Coahuila, Mexico",direct,25.75602,-102.98385
PH 517.8,Paul Hoxey,ariocarpus fissuratus,"El Hundido, before Cuatrociénegas, Coahuila, Mexico",870m,20-Nov-03,NA,bcss,"El Hundido, before Cuatrociénegas, Coahuila, Mexico",direct,26.609816389,-102.303569167
PH 518.6,Paul Hoxey,ariocarpus fissuratus,"North of Cuatrociénegas, Coahuila, Mexico",840-970m,20-Nov-03,NA,bcss,"Cuatrociénegas, Coahuila, Mexico",direction_only,25.4451986,-100.9929376
PH 520.8,Paul Hoxey,ariocarpus fissuratus,"Zona de Minas, Sierra la Paila, Coahuila, Mexico",1300-1450m,21-Nov-03,NA,bcss,"Zona de Minas, Sierra la Paila, Coahuila, Mexico",direct,25.901326389,-101.742601667
PH 521.6,Paul Hoxey,ariocarpus fissuratus,"Zona de Minas, Sierra la Paila, Coahuila, Mexico",1430m,22-Nov-03,NA,bcss,"Zona de Minas, Sierra la Paila, Coahuila, Mexico",direct,25.901326389,-101.742601667
PH 522.12,Paul Hoxey,ariocarpus fissuratus,"South of the Zona de Minas,Sierra la Paila, Coahuila, Mexico",1360m,22-Nov-03,NA,bcss,"the Zona de Minas,Sierra la Paila, Coahuila, Mexico",direction_only,25.901326389,-101.742601667
PH 551.1,Paul Hoxey,ariocarpus fissuratus,"Sierra la Paila, North of San José de la Paila, Coahuila, Mexico",1630m,09-Nov-04,NA,bcss,"Sierra la Paila, North of San José de la Paila, Coahuila, Mexico",direct,25.716821111,-101.664888333
PH 558.12,Paul Hoxey,ariocarpus fissuratus,"South of Cuatrociénegas, Coahuila, Mexico",780-1020m,12-Nov-04,NA,bcss,"Cuatrociénegas, Coahuila, Mexico",direction_only,25.4451986,-100.9929376
PHA 1873,Pavel Heřtus,ariocarpus fissuratus,"Cuatro Ciénegas, Coahuila, Mexico",2014,2014,NA,bcss,"Cuatro Ciénegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
PIL 271,Jörg and Brigitte Piltz,ariocarpus fissuratus,"Cuatrocienegas, Coahuila, Mexico",NA,NA,NA,bcss,"Cuatrocienegas, Coahuila, Mexico",direct,25.4451986,-100.9929376
PP 1010,Pavel Pavlíček,ariocarpus fissuratus,"La Linda, Coahuila, Mexico",northern form,northern form,northern form,bcss,"La Linda, Coahuila, Mexico",direct,29.4494313,-102.8168793
PP 1011,Pavel Pavlíček,ariocarpus fissuratus,"Cuatro Palmas, Coahuila, Mexico",NA,NA,NA,bcss,"Cuatro Palmas, Coahuila, Mexico",direct,32.6281402,-115.4393921
PP 1085,Pavel Pavlíček,ariocarpus fissuratus ssp. lloydii,"East of Viesca, Coahuila, Mexico",NA,NA,NA,bcss,"Viesca, Coahuila, Mexico",direction_only,25.1900179,-102.8608673
PP 1112,Pavel Pavlíček,ariocarpus fissuratus ssp. minimus,"Terlingua, Brewster County, Texas, USA",NA,NA,NA,bcss,"Terlingua, Brewster County, Texas, USA",direct,29.321586,-103.616019
PP 1168,Pavel Pavlíček,ariocarpus fissuratus ssp. lloydii,"Rio Nazas, Durango, Mexico",NA,NA,NA,bcss,"Rio Nazas, Durango, Mexico",direct,25.5035637,-103.5344389
PP 1357,Pavel Pavlíček,ariocarpus fissuratus ssp. lloydii,"La Peña, Sierra Parras, Coahuila, Mexico",2005,2005,"= LH1033, PP1357",bcss,"La Peña, Sierra Parras, Coahuila, Mexico",direct,25.452269167,-102.586846389
PP 1389,Pavel Pavlíček,ariocarpus fissuratus v. intermedius fma. gigantea,"Sierra de la Paila, Sierra de la Paila, Coahuila, Mexico",2005,2005,NA,bcss,"Sierra de la Paila, Sierra de la Paila, Coahuila, Mexico",direct,25.901326389,-101.742601667
PP 1415,Pavel Pavlíček,ariocarpus fissuratus,"Laguna del Rey to Ocampo, Coahuila, Mexico",2005,2005,NA,bcss,"Laguna del Rey to Ocampo, Coahuila, Mexico",direct,27.0310889,-103.367157
PP 1469,Pavel Pavlíček,ariocarpus fissuratus ssp. lloydii,"Tanque Menchaca, Coahuila, Mexico",NA,NA,NA,bcss,"Tanque Menchaca, Coahuila, Mexico",direct,25.27482,-102.30103
PP 1578,Pavel Pavlíček,ariocarpus fissuratus,"Ejido Lucio Blanco, Coahuila, Mexico",2013,2013,NA,bcss,"Ejido Lucio Blanco, Coahuila, Mexico",direct,26.165299722,-102.188611389
PP 176,Pavel Pavlíček,ariocarpus fissuratus,"Big Bend, Brewster County, Texas, USA",1992,1992,NA,bcss,"Big Bend, Brewster County, Texas, USA",direct,29.3332484,-103.1943284
PP 352,Pavel Pavlíček,ariocarpus fissuratus ssp. hintonii,"El Herrero, Municipio Matehuala, San Luis Potosí, Mexico",1996,1996,= PP406,bcss,"El Herrero, Municipio Matehuala, San Luis Potosí, Mexico",direct,23.5760188,-100.674581
PP 353,Pavel Pavlíček,ariocarpus fissuratus,"Cuatro Ciénegas, Municipio Cuatro Ciénegas, Coahuila, Mexico",1996,1996,= PP539,bcss,"Cuatro Ciénegas, Municipio Cuatro Ciénegas, Coahuila, Mexico",direct,26.9864512,-102.0632635
PP 406,Pavel Pavlíček,ariocarpus fissuratus ssp. hintonii,"Matehuala, San Luis Potosí, Mexico",1996,1996,NA,bcss,"Matehuala, San Luis Potosí, Mexico",direct,23.5229037,-100.604046
PP 539,Pavel Pavlíček,ariocarpus fissuratus fma. intermedius,"Cuatro Ciénegas, near factory, Municipio Cuatro Ciénegas, Coahuila, Mexico",1998/11,1998/11,"= PP353, PP539",bcss,"Cuatro Ciénegas, near factory, Municipio Cuatro Ciénegas, Coahuila, Mexico",direct,26.991843611,-102.035993889
PP 555,Pavel Pavlíček,ariocarpus fissuratus ssp. lloydii,"Villa Real, Coahuila, Mexico",1998/11,1998/11,NA,bcss,"Villa Real, Coahuila, Mexico",direct,28.6923557,-100.58691520000001
PP 565,Pavel Pavlíček,ariocarpus fissuratus ssp. lloydii,"San Rafael, Coahuila, Mexico",1998/11,1998/11,NA,bcss,"San Rafael, Coahuila, Mexico",direct,25.3642699,-100.5595358
PP 717,Pavel Pavlíček,ariocarpus fissuratus,"Hot Springs, Brewster County, Texas, USA",1998/11,1998/11,NA,bcss,"Hot Springs, Brewster County, Texas, USA",direct,29.1776768,-102.9985803
PP 722,Pavel Pavlíček,ariocarpus fissuratus,"Terlingua, Brewster County, Texas, USA",1998/11,1998/11,NA,bcss,"Terlingua, Brewster County, Texas, USA",direct,29.321586,-103.616019
PP 802,Pavel Pavlíček,ariocarpus fissuratus,"Coyame, Chihuahua, Mexico",1998/11,1998/11,NA,bcss,"Coyame, Chihuahua, Mexico",direct,29.4615113,-105.0946093
PP 803,Pavel Pavlíček,ariocarpus fissuratus ssp. lloydii,"Parras, Coahuila, Mexico",1998/11,1998/11,NA,bcss,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
PP 989,Pavel Pavlíček,ariocarpus fissuratus ssp. lloydii,"El Hundido, San Luis Potosí, Mexico","= PP989, RS581A","= PP989, RS581A","= PP989, RS581A",bcss,"El Hundido, San Luis Potosí, Mexico",direct,21.7625922,-100.9801842
REP 1083d,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Parras, Coahuila, Mexico",1600m,18/11/1975,together with REP1083-1083f and Echinocereus stramineus,bcss,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
REP 1186,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Cuatro Cienegas, Coahuila, Mexico",800m,24/11/1976,"together with REP1183-1186g, Coryphantha poselgeriana, Echinocactus horizonthalonius, Ferocactus hamatacanthus, Echinomastus sp.",bcss,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
REP 1196a,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Ocampo, Coahuila, Mexico",1350m,26/11/1976,together with REP1195-1196c,bcss,"Ocampo, Coahuila, Mexico",direct,28.0529459,-102.9729103
REP 1216b,Werner Reppenhagen,ariocarpus fissuratus,"Huasteca Canon, Nuevo León, Mexico",900m,4/12/1976,"together with REP1212-1216d, Ferocactus hamatacanthus, Escobaria roseana, Echinocereus salmdyckianus, Neolloydia conoidea",bcss,"Huasteca Canon, Nuevo León, Mexico",direct,25.6544318,-100.4594525
REP 2288,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Cuatro Cienegas, Coahuila, Mexico",800m,2/7/1989,"together with REP2284-2290, Neolloydia sp., Coryphantha vaupeliana, Opuntia leptocaulis, O. herrfeldtii, O. lindheimeri, Agave lechuguilla",bcss,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
REP 445,Werner Reppenhagen,ariocarpus fissuratus,"Ojo Caliente, Coahuila, Mexico",1600m,7/9/1971,together with REP441-446,bcss,"Ojo Caliente, Coahuila, Mexico",direct,25.6214308,-100.8375014
REP 454,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Parras, Coahuila, Mexico",1600m,10/9/1971,together with REP454-456a,bcss,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
REP 485,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Perote by Parras, Coahuila, Mexico",1600m,13/9/1971,together with REP480-487,bcss,"Perote by Parras, Coahuila, Mexico",direct,25.44112,-102.21234
REP 500,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Quatro Cienegas, Coahuila, Mexico",900m,16/9/1971,together with REP493-507 and Mammillaria heyderi,bcss,"Quatro Cienegas, Coahuila, Mexico",direct,26.9867564,-102.0659749
REP 510,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Quatro Cienegas, Coahuila, Mexico",800m,17/9/1971,"together with REP508-514a, Larrea tridentata, Opuntia cholla, O. kleiniae and Yucca sp.",bcss,"Quatro Cienegas, Coahuila, Mexico",direct,26.9867564,-102.0659749
REPP 1083d,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Parras, Coahuila, Mexico",1600m,18/11/1975,together with REP1083-1083f and Echinocereus stramineus,bcss,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
REPP 1186,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Cuatro Cienegas, Coahuila, Mexico",800m,24/11/1976,"together with REP1183-1186g, Coryphantha poselgeriana, Echinocactus horizonthalonius, Ferocactus hamatacanthus, Echinomastus sp.",bcss,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
REPP 1196a,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Ocampo, Coahuila, Mexico",1350m,26/11/1976,together with REP1195-1196c,bcss,"Ocampo, Coahuila, Mexico",direct,28.0529459,-102.9729103
REPP 1216b,Werner Reppenhagen,ariocarpus fissuratus,"Huasteca Canon, Nuevo León, Mexico",900m,4/12/1976,"together with REP1212-1216d, Ferocactus hamatacanthus, Escobaria roseana, Echinocereus salmdyckianus, Neolloydia conoidea",bcss,"Huasteca Canon, Nuevo León, Mexico",direct,25.6544318,-100.4594525
REPP 2288,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Cuatro Cienegas, Coahuila, Mexico",800m,2/7/1989,"together with REP2284-2290, Neolloydia sp., Coryphantha vaupeliana, Opuntia leptocaulis, O. herrfeldtii, O. lindheimeri, Agave lechuguilla",bcss,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
REPP 445,Werner Reppenhagen,ariocarpus fissuratus,"Ojo Caliente, Coahuila, Mexico",1600m,7/9/1971,together with REP441-446,bcss,"Ojo Caliente, Coahuila, Mexico",direct,25.6214308,-100.8375014
REPP 454,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Parras, Coahuila, Mexico",1600m,10/9/1971,together with REP454-456a,bcss,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
REPP 485,Werner Reppenhagen,ariocarpus fissuratus v. lloydii,"Perote by Parras, Coahuila, Mexico",1600m,13/9/1971,together with REP480-487,bcss,"Perote by Parras, Coahuila, Mexico",direct,25.44112,-102.21234
