field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
GM 041,Grzegorz Matuszewski,Thelocactus conothelos,Mexicó : Nuevo Leon (Las Javillas),NA,1996,NA,clcactus,"Las Javillas, Nuevo Leon, Mexico",direct,23.766931945,-100.268686111
GM 046,Grzegorz Matuszewski,Thelocactus conothelos  v. argenteus,"Mexicó : Nuevo Leon (Sandia, 1610 m)",NA,1996,NA,clcactus,"Sandia,, Nuevo Leon, Mexico",direct,25.8064079,-100.2717608
GM 049,Grzegorz Matuszewski,Thelocactus conothelos  v. aurantiacus,"Mexicó : Nuevo Leon (Aramberi, Marmolejos, 1030 m)",NA,1996,NA,clcactus,"Aramberi, Marmolejos,, Nuevo Leon, Mexico",direct,24.134801111,-99.784346389
GM 147,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : Tamaulipasaulipas (Tula, 1600 m)",NA,1996,NA,clcactus,"Tula,, Tamaulipasaulipas, Mexico",direct,22.939893555,-99.776262227
GM 260,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : Tamaulipasaulipas (Altamira, 1700 m)",NA,1997,NA,clcactus,"Altamira,, Tamaulipasaulipas, Mexico",direct,22.399351138,-97.939951481
GM 390,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : Nuevo Leon (La Perdida, 1435 m)",NA,1999,NA,clcactus,"La Perdida,, Nuevo Leon, Mexico",direct,24.27932,-99.6319
GM 395.1,Grzegorz Matuszewski,Thelocactus conothelos  v. aurantiacus,"Mexicó : Nuevo Leon (La Escondida, 1460 m)",NA,1999,NA,clcactus,"La Escondida,, Nuevo Leon, Mexico",direct,24.9079613,-99.5176098
GM 396,Grzegorz Matuszewski,Thelocactus conothelos  v. argenteus,"Mexicó : Nuevo Leon (Sandia, 1600 m)",NA,1999,NA,clcactus,"Sandia,, Nuevo Leon, Mexico",direct,25.8064079,-100.2717608
GM 399,Grzegorz Matuszewski,Thelocactus conothelos  v. argenteus,"Mexicó : Nuevo Leon (Sandia, 1700 m)",NA,1999,NA,clcactus,"Sandia,, Nuevo Leon, Mexico",direct,25.8064079,-100.2717608
GM 804.4,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : Tamaulipas (La Perdida, 1610 m)",NA,2003,NA,clcactus,"La Perdida,, Tamaulipas, Mexico",direct,23.5459106,-99.858352
GM 1005,Grzegorz Matuszewski,Thelocactus conothelos  garciae,"Mexicó : Tamaulipas (Felipe Angeles, 1320 m)",NA,2005,NA,clcactus,"Felipe Angeles,, Tamaulipas, Mexico",direct,23.3892135,-99.7548905
GM 1011,Grzegorz Matuszewski,Thelocactus conothelos  argenteus,"Mexicó : Nuevo Leon (Sandia, 1590 m)",NA,2005,NA,clcactus,"Sandia,, Nuevo Leon, Mexico",direct,25.8064079,-100.2717608
GM 1014.6,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : Nuevo Leon (San Antonio, 1630 m)",NA,2005,NA,clcactus,"San Antonio,, Nuevo Leon, Mexico",direct,24.6814043,-99.8876779
GM 1017.1,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : Tamaulipas (Tula, 1250 m)",NA,2005,NA,clcactus,"Tula,, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
GM 1090.14,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : Nuevo Leon (La Bolsa, 1640 m)",NA,2007,NA,clcactus,"La Bolsa,, Nuevo Leon, Mexico",direct,23.7317692,-100.0160757
GM 1100.1,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : San Louis Potosi (San Antonio, 1590 m)",NA,2007,NA,clcactus,"San Antonio,, San Louis Potosi, Mexico",direct,22.155906957,-100.95866854
GM 1250.11,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : Nuevo Leon (La Joya de Zacate, 2000 m)",NA,07/11/2009,NA,clcactus,"La Joya de Zacate,, Nuevo Leon, Mexico",direct,23.369158055,-100.275104444
GM 1250.14,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : Nuevo Leon (La Cardona, 1660 m)",NA,07/11/2009,NA,clcactus,"La Cardona,, Nuevo Leon, Mexico",direct,23.4020847,-99.9817219
GM 1251.3,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : Nuevo Leon (La Lagunita, 1620 m)",NA,08/11/2009,NA,clcactus,"La Lagunita,, Nuevo Leon, Mexico",direct,24.9350737,-100.2386345
GM 1363.11,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : Tamaulipas (San Jose del Llano, 1580 m)",NA,13/03/2014,NA,clcactus,"San Jose del Llano,, Tamaulipas, Mexico",direct,23.5350824,-99.9355695
GM 1518,Grzegorz Matuszewski,Thelocactus conothelos  aurantiacus,"Mexicó : Nuevo Leon (Dolores Palmita, 1360 m)",NA,08/04/2012,NA,clcactus,"Dolores Palmita,, Nuevo Leon, Mexico",direct,24.164711944,-99.852341667
GM 1522,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : Nuevo Leon (La Presa de San Carlos, 1525 m)",NA,09/04/2012,NA,clcactus,"La Presa de San Carlos,, Nuevo Leon, Mexico",direct,23.58889,-99.98111
GM 1527.4,Grzegorz Matuszewski,Thelocactus conothelos,"Mexicó : San Louis Potosi (San Antonio del Fraile, 1490 m)",NA,10/04/2012,NA,clcactus,"San Antonio del Fraile,, San Louis Potosi, Mexico",direct,22.155906957,-100.95866854
IDD 0067,Igor D. Dráb,Thelocactus conothelos,Mexicó : Tamaulipas (Tula),NA,26/04/1993,CSD 062,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
IDD 0114,Igor D. Dráb,Thelocactus conothelos,Mexicó : San Luis Potosí (Guerrero),NA,30/04/1993,CSD 109 po zlej ceste za Palmas,clcactus,"Guerrero, San Luis Potosí, Mexico",direct,21.5546766,-99.7699518
IDD 0120,Igor D. Dráb,Thelocactus conothelos,Mexicó : San Luis Potosí (La Soledad),NA,01/05/1993,CSD 115  za Matehuala na Dr. Arroyo,clcactus,"La Soledad, San Luis Potosí, Mexico",direct,23.6856814,-100.5070432
IDD 0127,Igor D. Dráb,Thelocactus conothelos,Mexicó : Nuevo León (smer Dr. Arroyo),NA,01/05/1993,CSD 122 fa. sausieri,clcactus,"smer Dr. Arroyo, Nuevo León, Mexico",direct,23.860108379,-100.306266485
IDD 0128,Igor D. Dráb,Thelocactus conothelos,Mexicó : Nuevo León (Lobera de Portillo),NA,01/05/1993,CSD 123,clcactus,"Lobera de Portillo, Nuevo León, Mexico",direct,23.572674167,-100.213333056
IDD 0135,Igor D. Dráb,Thelocactus conothelos,Mexicó : Nuevo León (Mier y Noriega),NA,02/05/1993,CSD 129,clcactus,"Mier y Noriega, Nuevo León, Mexico",direct,23.4022432,-100.1389355
IDD 0144,Igor D. Dráb,Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo León (Aramberi),NA,03/05/1993,CSD 137,clcactus,"Aramberi, Nuevo León, Mexico",direct,25.6681685,-100.1275011
IDD 0159,Igor D. Dráb,Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo León (Marmolejo za Aramberi),NA,04/05/1993,CSD 149,clcactus,"Marmolejo za Aramberi, Nuevo León, Mexico",direct,24.134801111,-99.784346389
IDD 0365,Igor D. Dráb,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo León (smer Sandia Victoria),NA,23/10/1996,"Puentes, km 25, 5",clcactus,"smer Sandia Victoria, Nuevo León, Mexico",direct,24.20089,-100.07641
IDD 0582,Igor D. Dráb,Thelocactus conothelos ssp. conothelos,Mexicó : San Luis Potosí (Matehuala - Dr. Arroyo),NA,22/04/1999,"idd045/99 MO v smere na Dr. Arroyo, vľavo od cesty aj Mammillaria candida, Coryphantha sp.",clcactus,"Matehuala - Dr. Arroyo, San Luis Potosí, Mexico",direct,23.686732,-100.4497873
IDD 0587,Igor D. Dráb,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo León (Sandia La Victoria),NA,22/04/1999,"idd049A/99 za dedinou vpravo, km 19",clcactus,"Sandia La Victoria, Nuevo León, Mexico",direct,24.20089,-100.07641
IDD 0589,Igor D. Dráb,Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo León (nad Marmolejos),NA,23/04/1999,idd051/99 na a pod lokalitou Ariocarpus confusus,clcactus,"nad Marmolejos, Nuevo León, Mexico",direct,24.134801111,-99.784346389
IDD 0645,Igor D. Dráb,Thelocactus conothelos  f.,Mexicó : Tamaulipas (odbocka na Miquihuana),NA,29/04/1999,"idd105/99 km 88 cesty č. 101, forma Altamira",clcactus,"odbocka na Miquihuana, Tamaulipas, Mexico",direct,23.619121261,-99.773914264
IDD 0647,Igor D. Dráb,Thelocactus conothelos  f.,Mexicó : Tamaulipas (smer Villa de Bustamante),NA,29/04/1999,"idd107/99 pri odbočke na Bustamante, červený kvet!",clcactus,"smer Villa de Bustamante, Tamaulipas, Mexico",direct,23.32679751,-99.872678882
IDD 1661,Igor D. Dráb,Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo León (Marmolejos),NA,27/03/2012,"idd1312 GPS 408, 1032 m n. m., asi 900 m od križovatky, spolu s Ariocarpus confusus, Neolloydia conoidea, Thelocactus buekii",clcactus,"Marmolejos, Nuevo León, Mexico",direct,24.134801111,-99.784346389
IDD 1664,Igor D. Dráb,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo León (Trinidad - Sandia la Victoria),NA,27/03/2012,"idd1612 GPS 412, aj Stenocactus erectocentrus",clcactus,"Trinidad - Sandia la Victoria, Nuevo León, Mexico",direct,24.20089,-100.07641
ISI 735A,International Succulent Introductions (previously International Succulent Institute),Thelocactus conothelos  v. argenteus,"Sandia, Nuevo Leon, Mexicó",NA,01/03/72,Plants collected as Glass and Foster3909. Type locality,clcactus,"Sandia, Nuevo Leon, Mexico",direct,25.8064079,-100.2717608
ISI 735B,International Succulent Introductions (previously International Succulent Institute),Thelocactus conothelos  v. aurantiacus,"Aramberri, Nuevo Leon, Mexicó",NA,01/03/72,Plants collected as Glass and Foster3599. Type locality,clcactus,"Aramberri, Nuevo Leon, Mexico",direct,24.2217256,-99.9241345
ISI  735A,International Succulent Introductions (previously International Succulent Institute),Thelocactus conothelos  v. argenteus,"Sandia, Nuevo Leon, Mexicó",NA,01/03/72,Plants collected as Glass and Foster3909. Type locality,clcactus,"Sandia, Nuevo Leon, Mexico",direct,25.8064079,-100.2717608
ISI  735B,International Succulent Introductions (previously International Succulent Institute),Thelocactus conothelos  v. aurantiacus,"Aramberri, Nuevo Leon, Mexicó",NA,01/03/72,Plants collected as Glass and Foster3599. Type locality,clcactus,"Aramberri, Nuevo Leon, Mexico",direct,24.2217256,-99.9241345
CH 186,Jaromír Chvastek,Thelocactus conothelos,"La Paz, San Antonio de las Castello, San Luis Potosi, Mexicó",NA,1992/3/21-/4/27,NA,clcactus,"La Paz, San Antonio de las Castello, San Luis Potosi, Mexico",direct,23.688421389,-100.472663056
CH 194,Jaromír Chvastek,Thelocactus conothelos  v. aurantiacus,"Aramberri, Nuevo Lón, Mexicó",NA,1992/3/21-/4/27,NA,clcactus,"Aramberri, Nuevo Lón, Mexico",direct,24.025915833,-99.793285278
CH 198,Jaromír Chvastek,Thelocactus conothelos  f. saussieri,"Doctor Arroyo, Nuevo Lón, Mexicó",NA,1992/3/21-/4/27,NA,clcactus,"Doctor Arroyo, Nuevo Lón, Mexico",direct,23.65769673046,-100.622386335177
CH 237,Jaromír Chvastek,Thelocactus conothelos,Mexicó : Tamaulipas (Tula),NA,1992/3/21-/4/27,NA,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
CH 320,Jaromír Chvastek,Thelocactus conothelos,"La Gloria, Route 101, Tamaulipas, Mexicó",NA,19/10/1990,NA,clcactus,"La Gloria, Route 101, Tamaulipas, Mexico",direct,25.860634402307,-97.489749620431
CH 338,Jaromír Chvastek,Thelocactus conothelos  v. aurantiacus f. nova,"Marmolejo, Nuevo Lón, Mexicó 1050m",NA,21/10/1990,NA,clcactus,"Marmolejo, Nuevo Lón, Mexico",direct,24.134801111,-99.784346389
CH 472,Jaromír Chvastek,Thelocactus conothelos,"Mexicó : San Luis Potosi (Guerrero, 1775m)",NA,27/04/1991,NA,clcactus,"Guerrero,, San Luis Potosi, Mexico",direct,21.5546766,-99.7699518
CH 477,Jaromír Chvastek,Thelocactus conothelos,"Soledad, San Luis Potosi, Mexicó 1535m",NA,28/04/1991,NA,clcactus,"Soledad, San Luis Potosi, Mexico",direct,22.2970555,-100.8671956
CH 491,Jaromír Chvastek,Thelocactus conothelos  v. argenteus,"San Juan de Aviles, Nuevo Lón, Mexicó 1550m",NA,28/04/1991,NA,clcactus,"San Juan de Aviles, Nuevo Lón, Mexico",direct,24.173063889,-100.070616944
CH 493,Jaromír Chvastek,Thelocactus conothelos  v. argenteus,"Sandia Victoria, Nuevo Lón, Mexicó 1635m",NA,28/04/1991,NA,clcactus,"Sandia Victoria, Nuevo Lón, Mexico",direct,24.20089,-100.07641
CZ 123,"Jaromír Chvastek, Jaroslav Žvak",Thelocactus conothelos,"Doctor Arroyo, Nuevo Lón, Mexicó",NA,15/12/1983,NA,clcactus,"Doctor Arroyo, Nuevo Lón, Mexico",direct,23.65769673046,-100.622386335177
CSD 62,"Jaromír Chvastek, Roman Staník, Igor Dráb",Thelocactus conothelos,Mexicó : Tamaulipas (Tula),NA,27/04/1997,IDD67,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
CSD 109,"Jaromír Chvastek, Roman Staník, Igor Dráb",Thelocactus conothelos,"Mexicó : San Luis Potosí (Bad road behind Palmas, Guerrero)",NA,01/05/1997,IDD114,clcactus,"Bad road behind Palmas, Guerrero, San Luis Potosí, Mexico",direct,21.550753611,-99.791512222
CSD 115,"Jaromír Chvastek, Roman Staník, Igor Dráb",Thelocactus conothelos,"Mexicó : San Luis Potosí (Behind Matehuala towards Doctor Arroyo,  La Soledad)",NA,02/05/1997,IDD120,clcactus,"Behind Matehuala towards Doctor Arroyo,  La Soledad, San Luis Potosí, Mexico",direct,22.415,-101.154721944
CSD 122,"Jaromír Chvastek, Roman Staník, Igor Dráb",Thelocactus conothelos  f. sausieri,Mexicó : Nuevo León (Towards Doctor Arroyo),NA,02/05/1997,IDD127,clcactus,"Towards Doctor Arroyo, Nuevo León, Mexico",direct,23.860108379,-100.306266485
CSD 123,"Jaromír Chvastek, Roman Staník, Igor Dráb",Thelocactus conothelos,Mexicó : Nuevo León (Lobera de Portillo),NA,02/05/1997,IDD128,clcactus,"Lobera de Portillo, Nuevo León, Mexico",direct,23.572674167,-100.213333056
CSD 129,"Jaromír Chvastek, Roman Staník, Igor Dráb",Thelocactus conothelos,Mexicó : Nuevo León (Mier y Noriega),NA,03/05/1997,IDD135,clcactus,"Mier y Noriega, Nuevo León, Mexico",direct,23.4022432,-100.1389355
CSD 137,"Jaromír Chvastek, Roman Staník, Igor Dráb",Thelocactus conothelos  v. aurantiacus,Mexicó : Nuevo León (Aramberi),NA,04/05/1997,IDD144,clcactus,"Aramberi, Nuevo León, Mexico",direct,25.6681685,-100.1275011
CSD 149,"Jaromír Chvastek, Roman Staník, Igor Dráb",Thelocactus conothelos  v. aurantiacus,"Mexicó : Nuevo León (Marmolejo,  Aramberi)",NA,05/05/1997,IDD159,clcactus,"Marmolejo,  Aramberi, Nuevo León, Mexico",direct,24.134801111,-99.784346389
JABO 314,Jaroslav Bohata,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo Leon (SW. Ascension),NA,NA,NA,clcactus,"SW. Ascension, Nuevo Leon, Mexico",direct,24.32392,-99.9141
P 265,Jörg and Brigitte Piltz,Thelocactus conothelos  v. argenteus,Mexicó : Coahuila (Saltillo),NA,NA,NA,clcactus,"Saltillo, Coahuila, Mexico",direct,25.4230425,-100.9927509
PIL 265,Jörg and Brigitte Piltz,Thelocactus conothelos  v. argenteus,Mexicó : Coahuila (Saltillo),NA,NA,NA,clcactus,"Saltillo, Coahuila, Mexico",direct,25.4230425,-100.9927509
BKM 811,"Josef Barcák, Miroslav Kupcák",Thelocactus conothelos,Mexicó : Tamaulipas (4 km nad Peňa Nevada alt. 1735),NA,2010,NA,clcactus,"4 km nad Peňa Nevada alt. 1735, Tamaulipas, Mexico",direct,23.25,-99.55
BKM 821,"Josef Barcák, Miroslav Kupcák",Thelocactus conothelos ssp. Argenteus,Mexicó : Nuevo Leon (La Trinidad),NA,2010,NA,clcactus,"La Trinidad, Nuevo Leon, Mexico",direct,24.0977137,-100.0591686
BKM 825,"Josef Barcák, Miroslav Kupcák",Thelocactus conothelos ssp. argenteus,"Mexicó : Nuevo Leon (San Jose del Sitio, za křižovatkou)",NA,2010,NA,clcactus,"San Jose del Sitio, za křižovatkou, Nuevo Leon, Mexico",direct,24.224803333,-100.238578333
BKM 947,"Josef Barcák, Miroslav Kupcák",Thelocactus conothelos  f.,Mexicó : San Luis Potosí (El Herrero),NA,2010,NA,clcactus,"El Herrero, San Luis Potosí, Mexico",direct,23.5760188,-100.674581
KPP 1698,Karel Pavlíček,Thelocactus conothelos  červený květ,Mexicó : Nuevo Leon (Carmen),NA,01/01/2012,NA,clcactus,"Carmen, Nuevo Leon, Mexico",direct,25.9368419,-100.3613419
KPP 1722,Karel Pavlíček,Thelocactus conothelos  bílý květ,"Mexicó : Nuevo Leon (Dr. Aroyo, Carmen)",NA,01/01/2012,NA,clcactus,"Dr. Aroyo, Carmen, Nuevo Leon, Mexico",direct,25.9420436,-100.3534337
KPP 1726,Karel Pavlíček,Thelocactus conothelos,Mexicó : Tamaulipas (San Jose del Llano),NA,01/10/2012,NA,clcactus,"San Jose del Llano, Tamaulipas, Mexico",direct,23.5350824,-99.9355695
LH 28,Ladislav Horáček,Thelocactus conothelos,Mexicó : Tamaulipas (Tula),NA,NA,NA,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
LH 124,Ladislav Horáček,Thelocactus conothelos,Mexicó : Nuevo Leon (Aramberri),NA,NA,NA,clcactus,"Aramberri, Nuevo Leon, Mexico",direct,24.2217256,-99.9241345
LH 343,Ladislav Horáček,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo Leon (Sandia Victoria),NA,NA,NA,clcactus,"Sandia Victoria, Nuevo Leon, Mexico",direct,24.20089,-100.07641
LH 840,Ladislav Horáček,Thelocactus conothelos  v. argenteus,Mexicó : Nuevo León (Sandia y Victoria),NA,28/02/1997,NA,clcactus,"Sandia y Victoria, Nuevo León, Mexico",direct,24.20089,-100.07641
KS 29,"Libor Kunte, Jaroslav Šnicer",Thelocactus conothelos  v. macdowellii,"Arteaga, Coahuila, Mexicó",NA,NA,NA,clcactus,"Arteaga, Coahuila, Mexico",direct,25.3453685,-100.6831723
LRM 81,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Thelocactus conothelos  v. aurantiacus,"Marmelejos, Nuevo León, Mexicó",NA,22/06/09,NA,clcactus,"Marmelejos, Nuevo León, Mexico",direct,24.134801111,-99.784346389
LRM 298,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Thelocactus conothelos,"Monte Redondo, Tamaulipas, Mexicó",NA,24/06/09,NA,clcactus,"Monte Redondo, Tamaulipas, Mexico",direct,23.3681934,-99.4755028
LRM 313,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Thelocactus conothelos  v. aurantiacus,"Aramberri, Nuevo León, Mexicó",NA,24/06/09,NA,clcactus,"Aramberri, Nuevo León, Mexico",direct,24.2217256,-99.9241345
LRM 336,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Thelocactus conothelos,"Puente Oregano, San Luis Potosi/Nuevo León, Mexicó",NA,24/06/09,NA,clcactus,"Puente Oregano, San Luis Potosi/Nuevo León, Mexico",direct,22.137993329,-100.968969571
LRM 449,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Thelocactus conothelos  v. argenteus,"St Juan de Aviles, Nuevo León, Mexicó",NA,25/06/09,NA,clcactus,"St Juan de Aviles, Nuevo León, Mexico",direct,24.1731513,-100.0704162
BZ 32,"Luciano Battaia, Carlo Zanovello",Thelocactus conothelos,Mexicó : Tamaulipas (Tula),NA,NA,NA,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
MMR 190,Milan Majer,Thelocactus conothelos,Mexicó : Tamaulipas (La Perdida),NA,NA,NA,clcactus,"La Perdida, Tamaulipas, Mexico",direct,23.5459106,-99.858352
MMR 190.1,Milan Majer,Thelocactus conothelos,Mexicó : Nuevo León (San Antonio de Peña Nevada),NA,NA,NA,clcactus,"San Antonio de Peña Nevada, Nuevo León, Mexico",direct,23.7458279,-99.9802958
MMR 191,Milan Majer,Thelocactus conothelos,Mexicó : Tamaulipas (South of Palmillas),NA,NA,NA,clcactus,"South of Palmillas, Tamaulipas, Mexico",direct,23.271775923,-99.565293335
MZ 3B,Milan Zachar,Thelocactus conothelos  v. aurantiacus,"Aramberri, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"Aramberri, Nuevo Leon, Mexico",direct,24.2217256,-99.9241345
MZ 6B,Milan Zachar,Thelocactus conothelos,Mexicó : Nuevo León (Zaragosa),NA,NA,NA,clcactus,"Zaragosa, Nuevo León, Mexico",direct,25.51524,-99.27948
MZ 62,Milan Zachar,Thelocactus conothelos  v. argenteus,"Ascencion, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"Ascencion, Nuevo Leon, Mexico",direct,24.3236353,-99.9136298
MZ 68,Milan Zachar,Thelocactus conothelos,"Doctor Arroyo, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"Doctor Arroyo, Nuevo Leon, Mexico",direct,23.8042046,-100.2256635
MZ 176,Milan Zachar,Thelocactus conothelos,"Miquihuana I, Tamaulipas, Mexicó",NA,NA,NA,clcactus,"Miquihuana I, Tamaulipas, Mexico",direct,23.574656,-99.7535893
MZ 202,Milan Zachar,Thelocactus conothelos  v. macdowellii,"Higueras, Coahuila, Mexicó",NA,NA,NA,clcactus,"Higueras, Coahuila, Mexico",direct,25.6351495,-100.797136
MZ 263,Milan Zachar,Thelocactus conothelos,"Miquihuana III, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Miquihuana III, San Luis Potosi, Mexico",direct,22.71349,-99.50104
MZ 632,Milan Zachar,Thelocactus conothelos,"Lazaro Cardenas, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Lazaro Cardenas, San Luis Potosi, Mexico",direct,21.3980992,-98.6873504
MZ 867,Milan Zachar,Thelocactus conothelos  / tulensis aff.,"Bustamante, Tamaulipas, Mexicó",NA,NA,NA,clcactus,"Bustamante, Tamaulipas, Mexico",direct,23.3249637,-99.8847687
MZ 1461,Milan Zachar,Thelocactus conothelos,Mexicó : San Luis Potosi (Cruz de Elorza),NA,NA,NA,clcactus,"Cruz de Elorza, San Luis Potosi, Mexico",direct,23.064709722,-100.872260833
MK 45.149,Miloš Kaplan,Thelocactus conothelos  v. aurantiacus,"North of Zaragoza, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"Zaragoza, Nuevo Leon, Mexico",direction_only,24.8514442,-99.5584592
MK 46.15,Miloš Kaplan,Thelocactus conothelos  v. aurantiacus,"Aramberri, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"Aramberri, Nuevo Leon, Mexico",direct,24.2217256,-99.9241345
MK 87.321,Miloš Kaplan,Thelocactus conothelos  v. macdowellii,"Arteaga, Coahuila, Mexicó",NA,NA,NA,clcactus,"Arteaga, Coahuila, Mexico",direct,25.3453685,-100.6831723
MK 88.32,Miloš Kaplan,Thelocactus conothelos,Mexicó : Tamaulipas (Tula),NA,NA,NA,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
MK 117.378,Miloš Kaplan,Thelocactus conothelos  v. argenteus-aurantiacus,"Sn. Antonio Pena Nevada, Nuevo Leon, Mexicó",NA,intermediate form,intermediate form,clcactus,"Sn. Antonio Pena Nevada, Nuevo Leon, Mexico",direct,23.74527,-99.98022
MK 118.383,Miloš Kaplan,Thelocactus conothelos  v. argenteus,"South-West Ascension, Nuevo Leon, Mexicó",NA,long ivory spines,long ivory spines,clcactus,"South-West Ascension, Nuevo Leon, Mexico",direct,24.32392,-99.9141
MH 132,Miroslav Halfar,Thelocactus conothelos,Mexicó :  (La Perdida),NA,NA,NA,clcactus,"La Perdida, Mexico",direct,18.0307856,-90.5765634
MH 434,Miroslav Halfar,Thelocactus conothelos ssp. macdowellii v. sniceri,Mexicó : Coahuila (El Kelso - Saltillo),NA,NA,NA,clcactus,"El Kelso - Saltillo, Coahuila, Mexico",direct,25.423202982,-100.987141631
KMR 5,Miroslav Kupčák,Thelocactus conothelos ssp. conothelos x ssp. aurantiacus,"San Antonio de Pena Nevada, East of Doctor Arroyo, Nuevo León, Mexicó",NA,27/06/09,NA,clcactus,"San Antonio de Pena Nevada, East of Doctor Arroyo, Nuevo León, Mexico",direct,23.763282373201,-99.972376249135
KMR 31A,Miroslav Kupčák,Thelocactus conothelos,"San Lorenzo, Jaumave, Tamaulipas, Mexicó",NA,27/06/09,NA,clcactus,"San Lorenzo, Jaumave, Tamaulipas, Mexico",direct,23.371954167,-99.404514444
KMR 31,Miroslav Kupčák,Thelocactus conothelos,"South of Jaumave, Tamaulipas, Mexicó",NA,27/06/09,NA,clcactus,"Jaumave, Tamaulipas, Mexico",direction_only,23.4719813,-99.4263583
KMR 36,Miroslav Kupčák,Thelocactus conothelos ssp. aurantiacus,"La Pena, South-West of Miquihuana, Tamaulipas, Mexicó",NA,27/06/09,NA,clcactus,"La Pena, South-West of Miquihuana, Tamaulipas, Mexico",direct,23.559219444,-99.686766666
KMR 56,Miroslav Kupčák,Thelocactus conothelos ssp. aurantiacus,"Marmolejos, Aramberri, Nuevo León, Mexicó",NA,27/06/09,NA,clcactus,"Marmolejos, Aramberri, Nuevo León, Mexico",direct,24.134801111,-99.784346389
KMR 67,Miroslav Kupčák,Thelocactus conothelos,"South of Siberia, South of Zaragoza, Nuevo León, Mexicó",NA,27/06/09,NA,clcactus,"Siberia, South of Zaragoza, Nuevo León, Mexico",direction_only,23.86013,-99.841186111
KMR 67A,Miroslav Kupčák,Thelocactus conothelos,"East of Joya de San Diego, South of Zaragoza, Nuevo León, Mexicó",NA,27/06/09,NA,clcactus,"Joya de San Diego, South of Zaragoza, Nuevo León, Mexico",direction_only,23.881723889,-99.897617778
KMR 68,Miroslav Kupčák,Thelocactus conothelos,"Ejido Pena Nevada direction to Siberia, South-West of Zaragoza, Nuevo León, Mexicó",NA,27/06/09,NA,clcactus,"Ejido Pena Nevada direction to Siberia, South-West of Zaragoza, Nuevo León, Mexico",direct,25.515176944,-99.279219444
PH 37.06,Paul Hoxey,Thelocactus conothelos,Mexicó : Tamaulipas (Tula),NA,05/11/96,NA,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
PH 48.01,Paul Hoxey,Thelocactus conothelos,"Between El Capulin and Bustamante, Tamaulipas, Mexicó",NA,06/11/96,NA,clcactus,"Between El Capulin and Bustamante, Tamaulipas, Mexico",direct,23.295531389,-99.664651111
PH 71.013,Paul Hoxey,Thelocactus conothelos ssp. argenteus,"Sandia la Victoria, Nuevo León, Mexicó 1600m",NA,15/03/98,NA,clcactus,"Sandia la Victoria, Nuevo León, Mexico",direct,24.20089,-100.07641
